jL,cL,emL,pL,dsL
CO,Crop Consumptive Use-CO,METRIC,Crop Type,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Crop Type,SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Crop Type,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Crop Type,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Crop Type,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Crop Type,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Crop Type,Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Crop Type,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Crop Type,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Crop Type,CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Crop Type,HydroBase
CO,Crop Consumptive Use-CO,METRIC,Crop Type,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Effective Precipitation,USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Effective Precipitation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Effective Precipitation,SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Effective Precipitation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Effective Precipitation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Effective Precipitation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Effective Precipitation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Effective Precipitation,Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Effective Precipitation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Effective Precipitation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Effective Precipitation,CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Effective Precipitation,HydroBase
CO,Crop Consumptive Use-CO,METRIC,Effective Precipitation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Irrigated Acreage,USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Irrigated Acreage,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Irrigated Acreage,SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Irrigated Acreage,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Irrigated Acreage,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Irrigated Acreage,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Irrigated Acreage,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Irrigated Acreage,Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Irrigated Acreage,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Irrigated Acreage,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Irrigated Acreage,CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Irrigated Acreage,HydroBase
CO,Crop Consumptive Use-CO,METRIC,Irrigated Acreage,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Potential Consumptive Use,USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Potential Consumptive Use,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Potential Consumptive Use,SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Potential Consumptive Use,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Potential Consumptive Use,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Potential Consumptive Use,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Potential Consumptive Use,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Potential Consumptive Use,Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Potential Consumptive Use,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Potential Consumptive Use,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Potential Consumptive Use,CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Potential Consumptive Use,HydroBase
CO,Crop Consumptive Use-CO,METRIC,Potential Consumptive Use,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Supply Source,USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Supply Source,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Supply Source,SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Supply Source,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Supply Source,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Supply Source,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Supply Source,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Supply Source,Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Supply Source,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Supply Source,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Supply Source,CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Supply Source,HydroBase
CO,Crop Consumptive Use-CO,METRIC,Supply Source,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Water Supply,USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Water Supply,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Water Supply,SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Water Supply,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Water Supply,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Water Supply,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Water Supply,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Water Supply,Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Water Supply,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Water Supply,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Water Supply,CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Water Supply,HydroBase
CO,Crop Consumptive Use-CO,METRIC,Water Supply,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Precipitation,USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Precipitation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Precipitation,SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Precipitation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Precipitation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Precipitation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Precipitation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Precipitation,Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Precipitation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Precipitation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Precipitation,CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Precipitation,HydroBase
CO,Crop Consumptive Use-CO,METRIC,Precipitation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Supply Type,USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Supply Type,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Supply Type,SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Supply Type,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Supply Type,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Supply Type,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Supply Type,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Supply Type,Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Supply Type,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Supply Type,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Supply Type,CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Supply Type,HydroBase
CO,Crop Consumptive Use-CO,METRIC,Supply Type,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,USGS Stream Gages
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,SCS TR21
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,Weather Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,CO Diversion Records
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,HydroBase
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,USGS Stream Gages
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,SCS TR21
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,Weather Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,CO Diversion Records
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,HydroBase
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,USGS Stream Gages
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,SCS TR21
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,Weather Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,CO Diversion Records
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,HydroBase
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Temperature,USGS Stream Gages
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Temperature,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Temperature,SCS TR21
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Temperature,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Temperature,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Temperature,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Temperature,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Temperature,Weather Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Temperature,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Temperature,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Temperature,CO Diversion Records
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Temperature,HydroBase
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Temperature,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Wind Run,USGS Stream Gages
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Wind Run,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Wind Run,SCS TR21
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Wind Run,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Wind Run,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Wind Run,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Wind Run,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Wind Run,Weather Stations
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Wind Run,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Wind Run,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Wind Run,CO Diversion Records
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Wind Run,HydroBase
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Wind Run,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),USGS Stream Gages
CO,Crop Consumptive Use-CO,Modified Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),National Oceanic and Atmospheric Administration Stations
